,questions,types
55055,What was the 1st Year Al Harrington (9) the leader in Rebounds?,2
55056,Who was the leader in Points with Assists of 2 tied (5) and Steals of 3 tied (2)?,0
55057,Name the average with tally of 0-29 and total more than 29,5
55058,Name the tally with total less than 27 and average more than 3.41,0
55059,"For engines of Maserati Straight-6 and entrants of H H Gould, what is the latest year?",1
55060,"What is the fewest number of points scored by Goulds' Garage (Bristol), engines of Maserati Straight-6, in years before 1956?",2
55061,"Which chassis has fewer than 2 points, entrants of Goulds' Garage (Bristol), in 1954?",0
55062,What is the most points that the Maserati 250F chassis scored in years after 1955?,1
55063,Which engine has a year larger than 1956?,0
55064,What is the lowest age of an astronaut named Stu Roosa?,2
55065,What mission did the astronaut who 38 years old on the mission and who served in NASA serve on?,0
55066,what is the type of lithium when rubidium is nabr (1.9)?,0
55067,what is the properties of sodium when rubidium is nacl (2.1)?,0
55068,what is the properties of potassium when lithium is h a l o g e n s and sodium is bromine?,0
55069,what is the properties of lithium when caesium is ki (1.7)?,0
55070,what is the properties of sodium when lithium is h a l o g e n s and rubidium is nacl (2.1)?,0
55071,what is the properties of sodium when potassium is lii (1.5)?,0
55072,Which prime mover had a Model of rs-18?,0
55073,Which model had a Specification of dl-718?,0
55074,Which power output had a Build date of 1951–1956?,0
55075,Which wheel arrangement had a Specification of dl-700?,0
55076,Who is the player born before 1985 who is less than 2.02 tall?,0
55077,Who is the player who was born before 1980 who currently plays for the Toronto Raptors?,0
55078,"What position does Sergio Rodríguez, who is less than 1.96 tall and was born after 1980, play?",0
55079,What year was the Guard who currently plays for the Memphis Grizzlies born?,0
55080,What is the height of the Forward who currently plays for the Toronto Raptors?,0
55081,Date of 24 september 2002 is what group position?,0
55082,"Attendance larger than 63,439, and an Opponent of bayer leverkusen had what result?",0
55083,Date of 24 september 2002 had what F-A result?,0
55084,Result F–A of 2–0 had what total number of attendance?,3
55085,What was the score of the game with a loss of Myers (5-6)?,0
55086,"What was the loss of the game attended by 41,212?",0
55087,What was the attendance of the game that had a loss of Wolf (3-4)?,0
55088,what nation is bianca knight the answer for?,0
55089,what is the wind speed when brenda morehead was in the united states?,2
55090,what is the highest rank in dresden with a time faster than 10.88?,1
55091,What is the course on 1 June?,0
55092,Who is the winner of the Florence to Genoa course?,0
55093,What is the date of the Rome to Florence course?,0
55094,What is Assists that has a Blocks of 2 tied (1) with a Year larger than 1995,0
55095,What is the highest lane for heat 6 with a time of dns?,1
55096,"What is the lowest lane with a time of 2:05.90, and a Heat larger than 3?",2
55097,What nationality has a lane larger than 4 and a Time of 2:00.37?,0
55098,What is the average Lane where Belarus is the nationality?,5
55099,What is the highest lane for nisha millet?,1
55100,On what date was the race course from Rome to Naples?,0
55101,Name the Losing BP with 22 played and 9 Try BP.,0
55102,Name the Losing BP with drawn of 1 and a Try BP of 6.,0
55103,Name the Losing BP of Newport Saracens RFC and has a Lost of 19.,0
55104,Name the Drawn for Ystrad Rhondda RFC and has Played of 22.,0
55105,Can you name the drawn with a Lost of 1?,0
55106,"With a Losing BP of 8, what is the drawn?",0
55107,What is the number of disposals when marks is 134?,0
55108,What is the Score1 of Match 42?,0
55109,On what date was the match higher than 8 on ground A against Guiseley?,0
55110,On what ground was the game on 31 Jul 2007?,0
55111,What is the total of David Toms?,4
55112,What is the average of Fiji with t10 Finish?,5
55113,Who won in 1983?,0
55114,Which english website has a daily frequency ?,0
55115,"What is the frequency of the newspaper, el diario de nuevo laredo in the city of nuevo laredo ?",0
55116,What is the website of the Laredo Sun in the city of Laredo ?,0
55117,What is the name of the newspaper with the website liderinformativo.com ?,0
55118,Which website is in english and has the frequency of an online newspaper ?,0
55119,Which city has spanish news on the website ultimahora.com ?,0
55120,Which line after 1959 had the highest amount of points?,1
55121,Which line has the lowest amount of points and a year of 1954?,2
55122,What is the total amount of points that Christy has in the years before 1954?,4
55123,"Which is the latest year that has an engine of Offenhauser l4, a chassis of Kurtis Kraft 500c, and the entrant of Federal Engineering?",1
55124,Which chasis was in the year 1954?,0
55125,What is the final score in 2007 for the world league in novi sad played against Italy?,0
55126,what is the competition played in budva against italy?,0
55127,what is the competition that had a final score of 6:5?,0
55128,who is the opponent when played in trieste before 2007?,0
55129,What was Bob Jameson's lowest bonus where he had less than 15 rides?,2
55130,How many rides did it take to get less than 3 bonus pts in no more than 7 matches?,2
55131,"What is the total for 34 matches with 111 rides, but no more than 15 bonus points?",5
55132,How many rides did it take Ray Day to get 274 points in total with less than 3 bonus points?,3
55133,Which rider had less than 342 points in no more than 76 rides in 7 matches with more than 2 bonus points?,0
55134,"What is the Margin of victory on aug 11, 2002?",0
55135,When has a Winning score of –16 (70-65-65=200)?,0
55136,"What is the Margin of victory on oct 5, 1997?",0
55137,"What is the Winning score on oct 22, 2000?",0
55138,How many episodes have a share of 16.2% and an episode number of less than 1?,3
55139,"If the French Open tournament had 2r in 2012, what was it in 2010?",0
55140,Which 2012 tournament had 2r in 2010?,0
55141,Which tournament had 2r in 2010?,0
55142,"If the French Open tournament had 2r in 2012, what was it in 2009?",0
55143,"If the US Open tournament had 2r in 2012, what was it in 2010?",0
55144,"What is the school, when the Team is Senators?",0
55145,"What is the Season Outcome, when the School is Sussex Tech?",0
55146,"What is the School, when the Team is Golden Knights?",0
55147,What is the Venue where the Result is 5–1?,0
55148,"What was the Score where Goal is larger than 11, and a Competition of 2009 nehru cup, and had a Date of 24 august 2009?",0
55149,What is the Result where Goal is 9?,0
55150,"What was Goal that where Competition of international friendly, and a Result of 2–1?",0
55151,"What is the Competition where the Score was 3–0, and the was Goal larger than 4?",0
55152,What is the 2009 estimate population of the Northeast?,0
55153,What is the 2009 estimate population of the region with Manaus as the largest city?,0
55154,"How many states has a 2009 estimate population of 27,3 million?",0
55155,What is the largest metropolitan area of the Central-West?,0
55156,What is the 2009 estimate population of the region with Manaus as the largest city?,0
55157,"Who was the leader at the summit when the stage was larger than 14, the category was 1, the start was Saint-Girons, and the finish was Cauterets?",0
55158,What was the earliest year that had a start of Saint-Gaudens and a stage smaller than 15?,2
55159,Which Model had 37-78 seats?,0
55160,Which studio did The Oregon Trail?,0
55161,Which title had Muriel Evans as leading lady?,0
55162,Who is the leading lady in The Lonely Trail?,0
55163,Who was the leading lady for Uni studio and Frank Strayer?,0
55164,In which title was Ann Rutherford the leading lady for Joseph Kane?,0
55165,Who is the leading lady in The Lonely Trail for Joseph Kane?,0
55166,What was the Chassis with less than 8 points before 1960?,0
55167,Which Chassis has 0 points?,0
55168,What were the total Pints after 1957?,4
55169,What was the most recent year for Dean Van Lines?,1
55170,"What Gold Coast has Auckland cancelled, and Adelaide yes?",0
55171,Which Sydney has Auckland cancelled and Perth yes?,0
55172,"Which Sydney has Gold Coast no, Adelaide no< and Auckland no?",0
55173,"Which Gold Coast has Melbourne yes, and Auckland yes?",0
55174,Which Perth has Auckland yes and Gold Coast yes?,0
55175,"Which Gold Coast has Auckland no, Adelaide yes, and Melbourne no?",0
55176,What round was on 7 January 2003?,0
55177,What is the result F_A on 17 December 2002?,0
55178,What attendance was on 7 January 2003?,0
55179,Name the recording for 2012,0
55180,Name the year with the best female pop vocal album and result of won,0
55181,Name the category for 2013,0
55182,Which was the lowest gold when silver was smaller than 0?,2
55183,"Which is the highest total at rank 6, bronze 2, and gold larger than 0?",1
55184,Which is the highest bronze at Chinese Taipei when the rank was higher than 5 and total was smaller than 1?,1
55185,Name the US dance when the year is more than 1985,0
55186,Name the US Hot 100 for album of I like you,0
55187,Name the US R&B for 1981,0
55188,Who was the writer when Parkville Pictures Ltd was the recipient?,0
55189,"Alex Winckler wrote the film, who was the director?",0
55190,On what date was Edward Jeffreys the writer?,0
55191,"What date was the award of £6,600 was given?",0
