,Questions,Category1,type
5014,Which country is the largest country in Latin America ?,LOC,1
5015,Name the Four Horsemen of the Apocalypse .,HUM,1
5016,What are geckos ?,DESC,1
5017,What is the name of a book written by Aaron Hass ?,ENTY,1
5018,What is cosmology ?,DESC,1
5019,How many watts make a kilowatt ?,NUM,0
5020,What TV series features the adventures of a married couple named Jonathan and Jennifer ?,ENTY,1
5021,What female faith healer wrote the inspirational book I Believe in Miracles ?,HUM,1
5022,Who was Jinnah ?,HUM,1
5023,What did Esquire name Ash Hole of the Year for 1980 ?,ENTY,1
5024,Where did King Francis I hang the `` Mona Lisa '' when he owned it ?,LOC,1
5025,What 's been the ruin of many a poor boy in New Orleans ?,ENTY,1
5026,What is habeas corpus ?,DESC,1
5027,How do you use an intranet ?,DESC,1
5028,What famous husband-and-wife team did radio ads for Blue Nun wine ?,HUM,1
5029,How many times has Harold Stassen announced a drive for the White House ?,NUM,0
5030,What are bottle caps with presidents ' pictures inside worth ?,NUM,0
5031,Where can I find the history of the Hungarian language ?,LOC,1
5032,"Why do USA fax machines not work in UK , NNP ?",DESC,1
5033,What cigarette is `` a whole new world '' ?,ENTY,1
5034,Who tramped through Florida looking for the Fountain of Youth ?,HUM,1
5035,"In 1990 , what day of the week did Christmas fall on ?",NUM,0
5036,What is the name of the song that Dracula plays on the organ ?,ENTY,1
5037,What two animals are specifically mentioned as being in Noah 's Ark ?,ENTY,1
5038,What is federal income tax ?,DESC,1
5039,What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?,HUM,1
5040,"What disease plagued Europe , Africa and Asia ?",ENTY,1
5041,What card game can feature dealer 's choice ?,ENTY,1
5042,How many American soldiers are stationed in South Korea ?,NUM,0
5043,What is a fear of failure ?,ENTY,1
5044,How many feet more than 2 is the average height of the Great Wall of China ?,NUM,0
5045,What was the verdict in the 1925 trial of John T. Scopes ?,DESC,1
5046,What is the best way to travel in Japan ?,ENTY,1
5047,How long ago did the Anglican church part from the Vatican ?,NUM,0
5048,How much did Lucy Van Pelt originally charge for psychiatric sessions ?,NUM,0
5049,Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?,HUM,1
5050,When was the Parthenon built ?,NUM,0
5051,What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?,ENTY,1
5052,What is a common dolphin ?,DESC,1
5053,How is Answers.com funded ?,DESC,1
5054,How long does a pig 's orgasm last ?,NUM,0
5055,What U.S. state comes last in an alphabetical list ?,LOC,1
5056,How many mountains have been named for Presidents in the continental USA ?,NUM,0
5057,What are the unemployment statistics for the years 1965 and 1990 ?,NUM,0
5058,What does BUD stand for ?,ABBR,1
5059,Who is the one Independent Member of Congress ?,HUM,1
5060,What is a society ruled by elders ?,HUM,1
5061,What two presidents of the U.S. published books of poetry ?,HUM,1
5062,Which of the Seven Dwarfs comes first alphabetically ?,HUM,1
5063,What professional cricketer 's son wrote The War of the Worlds in 1898 ?,HUM,1
5064,What condiment do the Dutch dip their French fries in ?,ENTY,1
5065,Which comic strip was never turned into a Broadway musical ?,ENTY,1
5066,In what war was the first submarine used ?,ENTY,1
5067,CPR is the abbreviation for what ?,ABBR,1
5068,How many inches apart are adjacent pins in tenpin bowling ?,NUM,0
5069,How many miles of corridors are in The Pentagon ?,NUM,0
5070,How do you find the area of a circle ?,DESC,1
5071,What U.S. state includes the San Juan Islands ?,LOC,1
5072,"What English playwright penned : `` Where the bee sucks , so shall I '' ?",HUM,1
5073,What do the red-and-white stripes on a barbershop pole stand for ?,DESC,1
5074,Name the ship Beany and Cecil sailed .,ENTY,1
5075,How deep is a fathom ?,NUM,0
5076,What was the `` Dead Man 's Hand '' ?,DESC,1
5077,What was Fred Astaire 's dancing partner 's name ?,HUM,1
5078,How do I find a web address for a company ?,DESC,1
5079,What is the highest number of home runs on record for any one game ?,NUM,0
5080,What are some of Australia 's native flora ?,ENTY,1
5081,What heavyweight boxer was known as The Wild Bull of the Pampas ?,HUM,1
5082,How many quarts of whole milk is needed to make one pound of butter ?,NUM,0
5083,What London street claims to be the world center for men 's tailoring ?,LOC,1
5084,How old is the universe ?,NUM,0
5085,When does the Bible say the seasons started ?,NUM,0
5086,What animal has been called The Poor Man 's Cow ?,ENTY,1
5087,Where did the marriage ceremony come from ?,DESC,1
5088,What bordering country is due north of Costa Rica ?,LOC,1
5089,What Morris West novel deals with Russian bishop who becomes Pope ?,ENTY,1
5090,What nation boarders Mozambique ?,LOC,1
5091,What does EKG stand for ?,ABBR,1
5092,The Olympic Games in which year allowed Nadia Comaneci to become popular ?,NUM,0
5093,What TV talk-show host lends his name to a line of men 's clothing ?,HUM,1
5094,What soft drink held a national flavor poll in 1967 ?,ENTY,1
5095,Colin Powell is famous for what ?,DESC,1
5096,The Jewish alphabet is known as what ?,ENTY,1
5097,What is a fear of home surroundings ?,ENTY,1
5098,How many people die of tuberculosis yearly ?,NUM,0
5099,What is a specimen of basidiomycetes ?,DESC,1
5100,Who invented the electric guitar ?,HUM,1
5101,What is the capital of California ?,LOC,1
5102,What country comes last in an alphabetical list ?,LOC,1
5103,What are faults in the earth 's crust ?,DESC,1
5104,What was an `` Asiento '' ?,DESC,1
5105,What kind of greeting is appropriate to send on Yom Kippur ?,DESC,1
5106,How hot should the oven be when baking Peachy Oat Muffins ?,NUM,0
5107,What is dextropropoxyphen napsylate ?,DESC,1
5108,What Don McLean song laments the day Buddy Holly died ?,ENTY,1
5109,What is Srpska Krajina ?,DESC,1
5110,How was the Kennedy money made ?,DESC,1
5111,What country is the worlds leading supplier of cannabis ?,LOC,1
5112,What was the orca 's name that died of a fungal infection at Sea World ?,ENTY,1
5113,Who is the President of Pergament ?,HUM,1
5114,What city is the Kentucky Horse Park near ?,LOC,1
5115,What does Esa-Pekka Salonen look like ?,DESC,1
5116,"What cereal goes `` snap , crackle , pop '' ?",ENTY,1
5117,How did water appear on the earth ?,DESC,1
5118,Where did Hillary Clinton graduate college ?,LOC,1
5119,What does Robert mean ?,DESC,1
5120,How do anti-locking brakes work ?,DESC,1
5121,What colors is magenta made of ?,ENTY,1
5122,How does the chain of command work inside an US army Apache helicopter ?,DESC,1
5123,Which medium is Hamblen the first singing cowboy in ?,ENTY,1
5124,What is the name of Jamiroquai new album ?,ENTY,1
5125,What is a hormone ?,DESC,1
5126,What American naval officer broke Japan 's isolationist policy in 1853 ?,HUM,1
5127,What is fellatio ?,DESC,1
5128,What characteristics contribute to its `` intelligence '' ?,DESC,1
5129,What significant battle was fought in Belgium in 1815 ?,ENTY,1
5130,Which police department made the all-time biggest cocaine bust in Ventura County ?,HUM,1
5131,Who gave us the `` Rolling Writer '' ?,HUM,1
5132,How were the days of the week named ?,DESC,1
5133,Who wrote The Secret Life of Walter Mitty ?,HUM,1
5134,What 1965 film had Jack Lemmon portraying a cartoonist ?,ENTY,1
5135,What is fiber in food ?,DESC,1
5136,What 's the traditional drink at the Kentucky Derby ?,ENTY,1
5137,Who is the head of the World Bank ?,HUM,1
5138,"Why do some jets have a vapor trail , and others do not ?",DESC,1
5139,What is a fear of childbirth ?,ENTY,1
5140,How many people does Honda employ in the U.S. ?,NUM,0
5141,What species was Winnie the Pooh ?,ENTY,1
5142,How much calcium should an adult female have daily ?,NUM,0
5143,What is the most popular last name ?,HUM,1
5144,What does an ashen-faced eidologist search out the existence of ?,ENTY,1
5145,Who moderated the first Kennedy-Nixon TV debate ?,HUM,1
5146,Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?,HUM,1
5147,What is the S&amp;P 500 used for ?,DESC,1
5148,What does `` Philebus-like '' mean ?,DESC,1
5149,When was Nostradamus born ?,NUM,0
5150,What are the ingredients of Coca-Cola ?,ENTY,1
5151,Who 's the only U.S. president to have won a Pulitzer Prize ?,HUM,1
5152,What is nuclear proliferation ?,DESC,1
5153,Who was Maria Theresa ?,HUM,1
5154,What is the country of origin for the name Thomas ?,LOC,1
5155,Why do you say `` God bless you '' when people sneeze ?,DESC,1
5156,What is the population of the largest Chilean city,NUM,0
5157,What country has the highest per capita consumption of cheese ?,LOC,1
5158,What is Larry King 's occupation ?,HUM,1
5159,Who invented `` The Muppets '' ?,HUM,1
5160,"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?",DESC,1
5161,What sea is Bombay on ?,LOC,1
5162,Who are cartoondom 's Super Six ?,HUM,1
5163,What does `` E Pluribus Unum '' on the penny mean ?,DESC,1
5164,What 's the difference between TFT and dual-scan display ?,DESC,1
5165,What fool is not so wise To lose an oath to win a paradise ?,HUM,1
5166,What is the English meaning of caliente ?,DESC,1
5167,Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?,LOC,1
5168,What does the word `` opera '' mean ?,DESC,1
5169,How tall was the animated Frankenstein,NUM,0
5170,How do you ask questions ?,DESC,1
5171,What U.S. city is known as The Rubber Capital of the World ?,LOC,1
5172,What countries have the highest ratio of university students ?,LOC,1
5173,How can you become an FBI agent ?,DESC,1
5174,What is the world 's best selling cookie ?,ENTY,1
5175,How many miles is it from NY to Austria ?,NUM,0
5176,Where did the energy for the Big Bang come from ?,DESC,1
5177,How big is the universe actually ?,NUM,0
5178,What is the difference between the Koran and The Bible ?,DESC,1
5179,What monarch signed the Magna Carta ?,HUM,1
5180,What 's the U.S. Navy hymn ?,ENTY,1
5181,How many sides does a heptagon have ?,NUM,0
5182,What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?,ENTY,1
5183,What is idealab ! ?,DESC,1
5184,Where are there aborigines ?,LOC,1
5185,What toy can you make sleep ?,ENTY,1
5186,What caused the division between the Anglicans and the Vatican ?,DESC,1
5187,What corporation does Madonna advertise for ?,HUM,1
5188,On what river is Rome built ?,LOC,1
5189,"Where on the Web is Adventours Tours from Sydney , Australia ?",LOC,1
5190,Where were the 1936 Summer Olympics held ?,LOC,1
5191,What cathedral was Thomas Becket murdered in ?,LOC,1
5192,Why was Curious George curious ?,DESC,1
5193,How did U.S.A become involved in the Barbary Wars,DESC,1
5194,The Kentucky Horse Park is close to which American city ?,LOC,1
5195,What store does Martha Stewart advertise for ?,HUM,1
5196,What do you know about multicultural and multilingual schools ?,DESC,1
5197,What is the origin of U.S. Army sergeant 's stripes ?,DESC,1
5198,How old was Sir Edmund Hillary when he climbed Mt. Everest ?,NUM,0
5199,Where in a tree does photosynthesis occur ?,LOC,1
5200,What are some science fair projects for 8th graders ?,ENTY,1
5201,What strait links the Mediterranean Sea and the Atlantic Ocean ?,LOC,1
5202,What airport is on the Piccadilly subway line ?,LOC,1
5203,Which police department made the largest cocaine seizure ever in Ventura County ?,HUM,1
5204,What color is the eight-ball in pocket billiards ?,ENTY,1
5205,What was the first ready-to-eat breakfast cereal ?,ENTY,1
5206,What did Benny Carter play ?,ENTY,1
5207,What seven digits follow the area code in the number for long distance information ?,NUM,0
5208,What city 's airport is named Logan International ?,LOC,1
5209,What Pope inaugurated Vatican International Radio ?,HUM,1
5210,How many times more than 3,NUM,0
5211,How many names are there for Eskimo people ?,NUM,0
5212,"What king is satirized in the line : `` The King was in the countinghouse , counting all his money '' ?",HUM,1
5213,What shape-shifting menace did Rom come to Earth to fight ?,ENTY,1
5214,What is the nickname of Pennsylvania ?,LOC,1
5215,What causes headaches ?,DESC,1
5216,Names of books by James A. Michener set in the following locations ?,ENTY,1
5217,When was the first stained glass window made ?,NUM,0
5218,What company 's trademark was His Master 's Voice ?,HUM,1
5219,What Pope inaugurated Vatican International Radio ?,HUM,1
5220,What director made one silent and one sound version of The Ten Commandments ?,HUM,1
5221,When did swimming become commonplace ?,NUM,0
5222,Which presidents of the USA were Masons ?,HUM,1
5223,Who was the tallest U.S. president ?,HUM,1
5224,What is the largest museum in the world ?,LOC,1
5225,How can I enforce new rules to a group of youngsters who have been allowed to do as they please .,DESC,1
5226,What character in The Beverly Hillbillies has the given names Daisy Moses ?,HUM,1
5227,What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?,HUM,1
5228,How many gallons of paint does it take to paint the Golden Gate Bridge ?,NUM,0
5229,What president also became a supreme court justice ?,HUM,1
5230,When does menstruation begin ?,NUM,0
5231,Where did makeup originate ?,LOC,1
5232,What is the only modern language that capitalizes its singular first-person pronoun ?,ENTY,1
5233,"What is the claim to fame of Agra , India ?",DESC,1
5234,What flag flies over Wake Island ?,ENTY,1
5235,How deep is a fathom ?,NUM,0
5236,What Kennedy was married to Ethel ?,ENTY,1
5237,What U.S. state is Mammoth Cave National Park in ?,LOC,1
5238,What is the most famous German word in the English language ?,ENTY,1
5239,Who was actress June Havoc 's legendary sister ?,HUM,1
5240,What is widely used to detect birth defects ?,ENTY,1
